reviews	PR
what can i say, if you enjoy books and magazines it's hard to beat. not backlit but not an issue for me. i take it everywhere and enjoy this version very much.	Lightning Charging Cable
this kindle is nice and my wife who is an avid reader likes the screen quality but truthfully does not like being ""pigeonholed"" by amazon for every book or story. having to go through them for nearly everything greatly declines from the ease of use of the various functions. the need to find or put her existing library into amazon in order to use it on the kindle is ridiculous and annoying. once again a another good product being sadly limited due to a monopoly.	27in 4K Gaming Monitor
i love the kindle, it is a great product. it reduces eye strain so i enjoy reading on it. this is my second kindle.	Bose SoundSport Headphones
if you are into reading then this is for you. i didn't think the paperwhite is necessary if you have a well lot room. great for reading outside.	Flatscreen TV
this is a great product and i would recommend it to anyone that enjoys reading.	Apple Airpods Headphones
i love how portable this kindle is. it fits right in my purse and makes it so i can read whenever and wherever i have free time.	Wired Headphones
kindle is the perfect ereader. easy to use and size is perfect to bring 'book' on the go.	27in FHD Monitor
bought for my granddaughter she loves it. she is starting her first series	AA Batteries (4-pack)
when you first turn on the kindle, the home screen does not make it easy to determine exactly how to open up and read a downloaded book.	AAA Batteries (4-pack)
good product for child. who only need to read the books	USB-C Charging Cable
i bought this for my daughter. it is our 4th kindle bought within the family. the touchscreen is great and my daughter loves it. in fact, those of us with older model kindles are jealous.	Apple Airpods Headphones
the battery doesn't last as long as was advertised, if you have the money i would recommend the backlit model.	Bose SoundSport Headphones
love the simplicity. also love that i use it for reading only and can't download distracting apps.	AA Batteries (4-pack)
easy to use and navigate, purchasing books is fast and simple and i love the fact that i can password protect this device	Flatscreen TV
fought it for a long time, but kindle is awesome. the newer version with adjustable light is best for me.	Flatscreen TV
i liked my really old one a bit better. it broke after 5 years suddenly. the screen failed. i had to pay over 20 bucks extra to get rid of the ads to amazon. i wasn't aware of this when i first bought so it was more expensive than expected.	Wired Headphones
ok, i was so unsure of this kindle because it does not have all of the bells and whistles of the others. but i am very happy with it. i love my kindle! i have managed to read a book a week on it sicnce i got if for christmas. i have been reading the free books on kindle. there are so many to pick from. while home, i download the books that i want to read and then while i am in the car or waiting at the dmv, i just pull of the book and read. it remembers where i am in the book. this kindle does not have the back light. i was nervous about that but so far this has not been a problem because the light it has is fine for me. when i am reading in the car, i enlarge the font and it makes seeing the words easier for me. that is the most important factor for me because i can get car sick if i read while riding in the car but with the larger font i don't have that problem. i wear glasses with bifocals and holding this seems to be more comfortable than a book because i can hold it up if i need to. the size is perfect! again, i can enlarge the font so the smaller screen size really has nothing to do with the readability. love it!	Lightning Charging Cable
i just broke my 3rd generation kindle after many years, had to get a new one.the new kindle has more features in an intrusive format, it is hard to get books loaded, deleted, collected, and even to turn the page.an inadvertant tap on the wrong part of the page, or a twitchy finger, and you're down the rabbit hole.i really just want a reader, not another tablet	Lightning Charging Cable
my daughter loves her new kindle, now she can pick from hundreds of books.	Flatscreen TV
if you want to read anytime where there's a light source this is thereafter for you. if you do a lot of night reading the paper white is cheaper considering the add kns you will have to buy for the base model.	Apple Airpods Headphones
