reviews	PR
This is almost as good as my iPad mini. i love my apple iPad however this is a great backup.	Wired Headphones
Tablet is great does everythimg as it should. Great entry level tablet	AA Batteries (4-pack)
"This game seems to be another good addition to the Pokemon craze. My son got this for Christmas and has played it often since. He says that it's ""awesome"", which is high praise indeed."	AAA Batteries (4-pack)
So much better than my previous kindle, I've used my new kindle daily and I'm not much of a tech person. It is light weight and easy to navigate. The battery holds a good charge as well	27in FHD Monitor
I was looking to purchase a tablet for my kids so they could work on homework. This is just what they need in terms of capability and size. It is a great tablet for the price.	AA Batteries (4-pack)
The 8 inch Fire is s great reader, 5 star. The only down side are limited add on applications.	Lightning Charging Cable
This tablet is so easy to set up and use. Very intuitive! Love love this device and all of my books can be transferred from my old version! Awesome	34in Ultrawide Monitor
The reader was easy to setup for a novice reader and email user.	AA Batteries (4-pack)
2nd kindle bought as a gift. Easy to operate, can fit in my purse and eliminates having to carry around multiple traditional books.	Apple Airpods Headphones
I gave this to my 6-year old for Christmas and it has been the perfect gift. Great price point (compared to an ipad) that can function for exactly what she needs.	Lightning Charging Cable
Screen is good . Lack of Google play kinda hurts but you will survive. The issue of back buttons or multifunction buttons is that sometime they don't appear when you need them.. as they are part of the screen . So you have to kinda summons them which is a pain	Bose SoundSport Headphones
It's a good tablet for the value. Downside is there's no Google Play Store access. So you're limited to apps in the Amazon app store.	Apple Airpods Headphones
This is my first Android tablet. I have used numerous Apple iPad's though.The only thing I have been dissatisfied with is that there isn't an Instagram app available but that doesn't have anything to do with Amazon or Kindle.	Bose SoundSport Headphones
Got one for myself and one for my son. Like the parental settings available. No more inappropriate youtube videos. Fast, great screen and appreciate the blue light setting especially at night.	Bose SoundSport Headphones
"I purchased the HD 8 to use as a viewer for my Pearl RearVision camera, which requires dual band Wi-Fi and Blue tooth. I installed the programs & got everything up and working beautifully. However I was so impressed with its features, performance, and ease of use, that I've added a 128 gb MicroSD card so I can download Amazon videos for my grand kids to watch while we are on the road. The price was terrific as well, but comes with the cost of ""free"" ads when the you turn on the tablet. (FYI the tablet mounts magnetically to the vent holder and is removed when not in use.)"	Lightning Charging Cable
If you are looking for an entry level tablet, this is it.The Kindle fire HD is perfect for kids!	Macbook Pro Laptop
My daughter gets great use with this tablet. She loves to read so she gets best of both worlds. She can get her books and surf the web. Fsntastic buy	AA Batteries (4-pack)
Excellent value for my 3 yr old, everything you need plus HD and the wife can order off amazon prime, so happy wife and kid for the price cant beat it, 2nd one I have owned....	Lightning Charging Cable
The Amazon HD 8 is by far the best budget tablet. If you just need a tablet to browse the web and watch videos this tablet is the way to go! That being said, it is fairly slow but who cares if you do not use the tablet for photo/video editing, gaming, picture taking, etc...	Lightning Charging Cable
I bought this for my mom. She loves the convince of reading her books on there	Apple Airpods Headphones
This product is easy to use and take along with you	AA Batteries (4-pack)
I previously owned the Fire HD 7 and was excited about the HD 8. After getting the HD 8 and using it I started to notice how they were able to cut costs. The screen was not as crisp, the processor was slower and the speakers were not as loud as previous versions. Overall a good buy for the price but if you are expecting the quality that went into previous versions look elsewhere.	AAA Batteries (4-pack)
Great for taking on trips. 16 GB, camera, computer	AA Batteries (4-pack)
The Amazon Fire HD8 is a great buy, very inexpensive but delivers great quality. Give a 4 rating and not 5 because there are advertisements on lock screen. Some may welcome the ads others not. Overall this tablet is great. Battery life is several days with very minimal usage. Battery lasts 7 to 12 hours with average usage including video.	34in Ultrawide Monitor
This Fire tablet is overall a good size, and has great features!	Apple Airpods Headphones
We got this for our 9 yr old daughter and its perfect for her. There hasn't been any issue with the games and educational apps she uses.	Bose SoundSport Headphones
I was in the middle of moving and didnt want to get a new labtop and found this Amazon Fire for a good price. Ive been very happy with it. If your looking for a cheap easy to use tablet look no further.	Macbook Pro Laptop
